date,ticker,price,sma_50,sma_200
2003-01-02,SPY,59.64,59.13,62.38
2003-01-03,SPY,59.83,59.16,62.31
2003-01-06,SPY,60.88,59.2,62.24
2003-01-07,SPY,60.73,59.26,62.17
2003-01-08,SPY,59.85,59.28,62.11
2003-01-09,SPY,60.78,59.33,62.04
2003-01-10,SPY,60.95,59.39,61.97
2003-01-13,SPY,60.93,59.45,61.91
2003-01-14,SPY,61.12,59.52,61.84
2003-01-15,SPY,60.52,59.55,61.78
2003-01-16,SPY,60.27,59.57,61.71
2003-01-17,SPY,59.38,59.56,61.65
2003-01-21,SPY,58.45,59.51,61.58
2003-01-22,SPY,57.75,59.49,61.5
2003-01-23,SPY,58.1,59.48,61.43
2003-01-24,SPY,56.57,59.46,61.34
2003-01-27,SPY,55.8,59.42,61.26
2003-01-28,SPY,56.21,59.38,61.19
2003-01-29,SPY,56.64,59.33,61.11
2003-01-30,SPY,55.3,59.25,61.02
2003-01-31,SPY,56.36,59.19,60.94
2003-02-03,SPY,56.47,59.14,60.86
2003-02-04,SPY,55.92,59.06,60.77
2003-02-05,SPY,55.57,58.94,60.69
2003-02-06,SPY,55.31,58.83,60.61
2003-02-07,SPY,54.63,58.71,60.53
2003-02-10,SPY,55.02,58.61,60.45
2003-02-11,SPY,54.64,58.48,60.38
2003-02-12,SPY,53.77,58.33,60.3
2003-02-13,SPY,53.93,58.18,60.22
2003-02-14,SPY,55.11,58.07,60.14
2003-02-18,SPY,56.08,57.99,60.07
2003-02-19,SPY,55.79,57.91,60.0
2003-02-20,SPY,55.23,57.82,59.94
2003-02-21,SPY,55.79,57.76,59.88
2003-02-24,SPY,54.88,57.68,59.8
2003-02-25,SPY,55.32,57.6,59.73
2003-02-26,SPY,54.52,57.51,59.66
2003-02-27,SPY,55.24,57.45,59.59
2003-02-28,SPY,55.6,57.37,59.51
2003-03-03,SPY,55.07,57.29,59.43
2003-03-04,SPY,54.2,57.2,59.34
2003-03-05,SPY,54.65,57.13,59.26
2003-03-06,SPY,54.2,57.03,59.17
2003-03-07,SPY,54.57,56.95,59.1
2003-03-10,SPY,53.26,56.84,59.01
2003-03-11,SPY,52.73,56.73,58.92
2003-03-12,SPY,53.09,56.64,58.83
2003-03-13,SPY,54.92,56.59,58.76
2003-03-14,SPY,55.1,56.53,58.68
2003-03-17,SPY,56.83,56.48,58.62
2003-03-18,SPY,57.17,56.42,58.56
2003-03-19,SPY,57.61,56.36,58.51
2003-03-20,SPY,57.73,56.3,58.46
2003-03-21,SPY,58.96,56.28,58.42
2003-03-24,SPY,57.0,56.21,58.37
2003-03-25,SPY,57.55,56.14,58.32
2003-03-26,SPY,57.26,56.06,58.27
2003-03-27,SPY,57.31,55.99,58.23
2003-03-28,SPY,57.02,55.92,58.18
2003-03-31,SPY,55.72,55.83,58.13
2003-04-01,SPY,56.58,55.77,58.09
2003-04-02,SPY,57.94,55.76,58.04
2003-04-03,SPY,57.67,55.76,57.99
2003-04-04,SPY,58.01,55.76,57.95
2003-04-07,SPY,57.9,55.78,57.91
2003-04-08,SPY,57.99,55.83,57.88
2003-04-09,SPY,57.23,55.85,57.84
2003-04-10,SPY,57.54,55.87,57.81
2003-04-11,SPY,57.31,55.91,57.78
2003-04-14,SPY,58.49,55.95,57.75
2003-04-15,SPY,59.04,56.0,57.73
2003-04-16,SPY,58.03,56.04,57.7
2003-04-17,SPY,58.89,56.11,57.69
2003-04-21,SPY,58.95,56.18,57.67
2003-04-22,SPY,60.06,56.29,57.65
2003-04-23,SPY,60.61,56.4,57.64
2003-04-24,SPY,60.08,56.51,57.63
2003-04-25,SPY,59.33,56.62,57.62
2003-04-28,SPY,60.36,56.75,57.62
2003-04-29,SPY,60.57,56.86,57.63
2003-04-30,SPY,60.44,56.95,57.63
2003-05-01,SPY,60.43,57.04,57.64
2003-05-02,SPY,61.29,57.16,57.65
2003-05-05,SPY,61.17,57.27,57.67
2003-05-06,SPY,61.75,57.41,57.71
2003-05-07,SPY,61.41,57.53,57.75
2003-05-08,SPY,60.79,57.65,57.79
2003-05-09,SPY,61.63,57.78,57.83
2003-05-12,SPY,62.39,57.92,57.87
2003-05-13,SPY,62.28,58.06,57.9
2003-05-14,SPY,62.15,58.22,57.92
2003-05-15,SPY,62.54,58.38,57.94
2003-05-16,SPY,62.38,58.54,57.95
2003-05-19,SPY,60.92,58.67,57.97
2003-05-20,SPY,60.8,58.82,57.99
2003-05-21,SPY,60.92,58.98,58.02
2003-05-22,SPY,61.53,59.15,58.05
2003-05-23,SPY,61.65,59.29,58.07
2003-05-27,SPY,62.73,59.44,58.09
2003-05-28,SPY,62.91,59.56,58.11
2003-05-29,SPY,62.75,59.67,58.13
2003-05-30,SPY,63.75,59.79,58.16
2003-06-02,SPY,64.01,59.92,58.18
2003-06-03,SPY,64.28,60.03,58.2
2003-06-04,SPY,65.2,60.19,58.22
2003-06-05,SPY,65.53,60.35,58.24
2003-06-06,SPY,65.27,60.51,58.26
2003-06-09,SPY,64.61,60.66,58.27
2003-06-10,SPY,65.26,60.82,58.29
2003-06-11,SPY,65.95,61.03,58.31
2003-06-12,SPY,66.16,61.22,58.33
2003-06-13,SPY,65.47,61.37,58.35
2003-06-16,SPY,66.85,61.55,58.39
2003-06-17,SPY,66.85,61.73,58.42
2003-06-18,SPY,66.79,61.91,58.46
2003-06-19,SPY,65.77,62.06,58.5
2003-06-20,SPY,65.62,62.23,58.54
2003-06-23,SPY,64.95,62.38,58.58
2003-06-24,SPY,65.02,62.53,58.61
2003-06-25,SPY,64.36,62.65,58.64
2003-06-26,SPY,65.2,62.77,58.67
2003-06-27,SPY,64.45,62.9,58.69
2003-06-30,SPY,64.43,63.01,58.72
2003-07-01,SPY,65.02,63.13,58.76
2003-07-02,SPY,65.84,63.25,58.8
2003-07-03,SPY,65.16,63.34,58.84
2003-07-07,SPY,66.46,63.47,58.89
2003-07-08,SPY,66.75,63.62,58.95
2003-07-09,SPY,66.38,63.74,59.0
2003-07-10,SPY,65.53,63.84,59.06
2003-07-11,SPY,66.15,63.95,59.12
2003-07-14,SPY,66.48,64.07,59.18
2003-07-15,SPY,66.33,64.17,59.23
2003-07-16,SPY,65.94,64.27,59.29
2003-07-17,SPY,65.0,64.33,59.35
2003-07-18,SPY,65.67,64.42,59.4
2003-07-21,SPY,64.86,64.5,59.45
2003-07-22,SPY,65.45,64.58,59.51
2003-07-23,SPY,65.49,64.64,59.57
2003-07-24,SPY,65.0,64.69,59.64
2003-07-25,SPY,66.15,64.77,59.71
2003-07-28,SPY,65.9,64.84,59.79
2003-07-29,SPY,65.6,64.9,59.85
2003-07-30,SPY,65.44,64.99,59.9
2003-07-31,SPY,65.59,65.09,59.96
2003-08-01,SPY,65.01,65.17,59.99
2003-08-04,SPY,65.01,65.24,60.04
2003-08-05,SPY,63.63,65.28,60.07
2003-08-06,SPY,64.0,65.31,60.1
2003-08-07,SPY,64.67,65.34,60.13
2003-08-08,SPY,64.86,65.38,60.16
2003-08-11,SPY,65.1,65.41,60.19
2003-08-12,SPY,65.7,65.44,60.23
2003-08-13,SPY,65.36,65.47,60.26
2003-08-14,SPY,65.54,65.47,60.3
2003-08-15,SPY,65.74,65.48,60.34
2003-08-18,SPY,66.31,65.5,60.38
2003-08-19,SPY,66.56,65.54,60.42
2003-08-20,SPY,66.29,65.56,60.46
2003-08-21,SPY,66.5,65.57,60.5
2003-08-22,SPY,65.84,65.56,60.53
2003-08-25,SPY,65.95,65.57,60.55
2003-08-26,SPY,66.07,65.56,60.59
2003-08-27,SPY,66.09,65.54,60.63
2003-08-28,SPY,66.5,65.53,60.67
2003-08-29,SPY,66.94,65.56,60.72
2003-09-02,SPY,67.84,65.6,60.77
2003-09-03,SPY,68.21,65.67,60.81
2003-09-04,SPY,68.24,65.73,60.85
2003-09-05,SPY,67.86,65.8,60.9
2003-09-08,SPY,68.42,65.87,60.95
2003-09-09,SPY,67.97,65.94,60.98
2003-09-10,SPY,67.29,65.99,61.01
2003-09-11,SPY,67.49,66.04,61.05
2003-09-12,SPY,67.61,66.08,61.08
2003-09-15,SPY,67.37,66.12,61.12
2003-09-16,SPY,68.36,66.16,61.15
2003-09-17,SPY,68.23,66.19,61.19
2003-09-18,SPY,69.03,66.24,61.23
2003-09-19,SPY,68.68,66.31,61.27
2003-09-22,SPY,67.94,66.34,61.31
2003-09-23,SPY,68.2,66.38,61.35
2003-09-24,SPY,66.98,66.39,61.38
2003-09-25,SPY,66.43,66.4,61.42
2003-09-26,SPY,66.21,66.42,61.46
2003-09-29,SPY,66.86,66.45,61.5
2003-09-30,SPY,66.21,66.47,61.53
2003-10-01,SPY,67.63,66.52,61.58
2003-10-02,SPY,67.87,66.57,61.62
2003-10-03,SPY,68.49,66.64,61.67
2003-10-06,SPY,68.8,66.69,61.72
2003-10-07,SPY,69.07,66.75,61.77
2003-10-08,SPY,68.9,66.82,61.82
2003-10-09,SPY,69.08,66.89,61.87
2003-10-10,SPY,69.28,66.96,61.93
2003-10-13,SPY,69.49,67.05,61.98
2003-10-14,SPY,69.74,67.15,62.05
2003-10-15,SPY,69.55,67.27,62.11
2003-10-16,SPY,69.83,67.38,62.17
2003-10-17,SPY,69.07,67.47,62.21
2003-10-20,SPY,69.59,67.57,62.26
2003-10-21,SPY,69.47,67.65,62.3
2003-10-22,SPY,68.59,67.71,62.34
2003-10-23,SPY,68.47,67.77,62.39
2003-10-24,SPY,68.62,67.84,62.43
2003-10-27,SPY,68.65,67.89,62.46
2003-10-28,SPY,69.59,67.96,62.51
2003-10-29,SPY,69.68,68.02,62.55
2003-10-30,SPY,69.83,68.09,62.6
2003-10-31,SPY,69.76,68.16,62.64
2003-11-03,SPY,70.22,68.24,62.7
2003-11-04,SPY,70.06,68.33,62.76
2003-11-05,SPY,70.12,68.41,62.82
2003-11-06,SPY,70.49,68.5,62.88
2003-11-07,SPY,69.96,68.57,62.95
2003-11-10,SPY,69.68,68.62,63.02
2003-11-11,SPY,69.66,68.66,63.08
2003-11-12,SPY,70.44,68.7,63.15
2003-11-13,SPY,70.46,68.75,63.23
2003-11-14,SPY,69.86,68.79,63.3
2003-11-17,SPY,69.51,68.81,63.36
2003-11-18,SPY,68.79,68.82,63.43
2003-11-19,SPY,69.37,68.87,63.49
2003-11-20,SPY,68.75,68.89,63.56
2003-11-21,SPY,69.04,68.92,63.63
2003-11-24,SPY,69.95,68.97,63.71
2003-11-25,SPY,70.22,69.01,63.79
2003-11-26,SPY,70.47,69.05,63.87
2003-11-28,SPY,70.52,69.08,63.95
2003-12-01,SPY,71.28,69.13,64.03
2003-12-02,SPY,71.1,69.2,64.11
2003-12-03,SPY,70.99,69.25,64.19
2003-12-04,SPY,71.28,69.34,64.27
2003-12-05,SPY,70.79,69.43,64.34
2003-12-08,SPY,71.26,69.53,64.42
2003-12-09,SPY,70.71,69.6,64.5
2003-12-10,SPY,70.71,69.69,64.58
2003-12-11,SPY,71.5,69.77,64.66
2003-12-12,SPY,71.64,69.85,64.74
2003-12-15,SPY,71.28,69.9,64.82
2003-12-16,SPY,71.65,69.96,64.91
2003-12-17,SPY,71.88,70.02,65.0
2003-12-18,SPY,72.69,70.09,65.09
2003-12-19,SPY,72.48,70.16,65.18
2003-12-22,SPY,72.99,70.23,65.28
2003-12-23,SPY,73.04,70.31,65.38
2003-12-24,SPY,72.96,70.37,65.48
2003-12-26,SPY,73.02,70.44,65.57
2003-12-29,SPY,73.99,70.52,65.66
2003-12-30,SPY,74.0,70.62,65.75
2003-12-31,SPY,74.07,70.71,65.83
2004-01-02,SPY,74.04,70.8,65.92
2004-01-05,SPY,74.84,70.93,66.0
2004-01-06,SPY,74.91,71.06,66.08
2004-01-07,SPY,75.17,71.19,66.17
2004-01-08,SPY,75.47,71.32,66.26
2004-01-09,SPY,74.81,71.43,66.35
2004-01-12,SPY,75.36,71.54,66.44
2004-01-13,SPY,74.92,71.64,66.53
2004-01-14,SPY,75.55,71.76,66.63
2004-01-15,SPY,75.73,71.87,66.72
2004-01-16,SPY,76.03,71.99,66.81
2004-01-20,SPY,76.01,72.11,66.91
2004-01-21,SPY,76.61,72.23,67.0
2004-01-22,SPY,76.41,72.36,67.09
2004-01-23,SPY,76.17,72.49,67.18
2004-01-26,SPY,77.12,72.64,67.28
2004-01-27,SPY,76.33,72.75,67.38
2004-01-28,SPY,75.46,72.85,67.47
2004-01-29,SPY,75.53,72.97,67.55
2004-01-30,SPY,75.53,73.09,67.63
2004-02-02,SPY,75.86,73.23,67.72
2004-02-03,SPY,75.73,73.36,67.81
2004-02-04,SPY,75.11,73.48,67.89
2004-02-05,SPY,75.33,73.61,67.96
2004-02-06,SPY,76.18,73.73,68.04
2004-02-09,SPY,76.2,73.85,68.12
2004-02-10,SPY,76.45,73.97,68.21
2004-02-11,SPY,77.26,74.11,68.29
2004-02-12,SPY,76.98,74.22,68.37
2004-02-13,SPY,76.63,74.33,68.46
2004-02-17,SPY,77.32,74.46,68.54
2004-02-18,SPY,76.98,74.57,68.62
2004-02-19,SPY,76.7,74.69,68.7
2004-02-20,SPY,76.46,74.8,68.77
2004-02-23,SPY,76.27,74.91,68.84
2004-02-24,SPY,76.14,75.02,68.92
2004-02-25,SPY,76.46,75.11,69.0
2004-02-26,SPY,76.5,75.21,69.07
2004-02-27,SPY,76.56,75.32,69.14
2004-03-01,SPY,77.32,75.43,69.21
2004-03-02,SPY,76.86,75.53,69.28
2004-03-03,SPY,77.0,75.62,69.36
2004-03-04,SPY,77.2,75.71,69.44
2004-03-05,SPY,77.46,75.8,69.52
2004-03-08,SPY,76.52,75.87,69.6
2004-03-09,SPY,76.21,75.94,69.67
2004-03-10,SPY,74.93,75.97,69.74
2004-03-11,SPY,73.96,75.97,69.8
2004-03-12,SPY,74.93,75.99,69.86
2004-03-15,SPY,74.02,75.99,69.91
2004-03-16,SPY,74.41,76.0,69.97
2004-03-17,SPY,75.24,76.01,70.02
2004-03-18,SPY,75.26,76.01,70.08
2004-03-19,SPY,74.18,75.99,70.12
2004-03-22,SPY,73.24,75.95,70.16
2004-03-23,SPY,73.11,75.91,70.2
2004-03-24,SPY,73.17,75.87,70.24
2004-03-25,SPY,74.14,75.86,70.29
2004-03-26,SPY,74.16,75.83,70.33
2004-03-29,SPY,75.2,75.82,70.37
2004-03-30,SPY,75.46,75.81,70.42
2004-03-31,SPY,75.54,75.8,70.47
2004-04-01,SPY,76.0,75.78,70.51
2004-04-02,SPY,76.57,75.79,70.56
2004-04-05,SPY,76.99,75.8,70.62
2004-04-06,SPY,76.75,75.8,70.67
2004-04-07,SPY,76.57,75.8,70.73
2004-04-08,SPY,76.39,75.82,70.79
2004-04-12,SPY,76.69,75.84,70.85
2004-04-13,SPY,75.62,75.84,70.9
2004-04-14,SPY,75.74,75.84,70.96
2004-04-15,SPY,75.45,75.84,71.01
2004-04-16,SPY,76.03,75.85,71.07
2004-04-19,SPY,76.03,75.87,71.12
2004-04-20,SPY,74.76,75.84,71.17
2004-04-21,SPY,75.26,75.82,71.21
2004-04-22,SPY,76.31,75.82,71.26
2004-04-23,SPY,76.39,75.8,71.31
2004-04-26,SPY,76.28,75.79,71.36
2004-04-27,SPY,76.35,75.78,71.41
2004-04-28,SPY,75.36,75.74,71.46
2004-04-29,SPY,74.7,75.7,71.5
2004-04-30,SPY,74.11,75.65,71.54
2004-05-03,SPY,74.91,75.61,71.59
2004-05-04,SPY,74.85,75.59,71.64
2004-05-05,SPY,75.33,75.57,71.69
2004-05-06,SPY,74.68,75.53,71.73
2004-05-07,SPY,73.45,75.47,71.77
2004-05-10,SPY,72.69,75.4,71.81
2004-05-11,SPY,73.31,75.32,71.85
2004-05-12,SPY,73.77,75.25,71.89
2004-05-13,SPY,73.47,75.18,71.93
2004-05-14,SPY,73.5,75.11,71.97
2004-05-17,SPY,72.87,75.02,72.0
2004-05-18,SPY,73.24,74.95,72.05
2004-05-19,SPY,72.99,74.89,72.09
2004-05-20,SPY,73.22,74.85,72.13
2004-05-21,SPY,73.35,74.84,72.18
2004-05-24,SPY,73.65,74.82,72.22
2004-05-25,SPY,74.71,74.83,72.27
2004-05-26,SPY,74.97,74.84,72.32
2004-05-27,SPY,75.39,74.84,72.37
2004-05-28,SPY,75.38,74.85,72.42
2004-06-01,SPY,75.28,74.87,72.47
2004-06-02,SPY,75.56,74.91,72.52
2004-06-03,SPY,74.87,74.95,72.56
2004-06-04,SPY,75.46,75.0,72.61
2004-06-07,SPY,76.61,75.04,72.66
2004-06-08,SPY,76.72,75.1,72.71
2004-06-09,SPY,76.01,75.11,72.76
2004-06-10,SPY,76.38,75.13,72.81
2004-06-14,SPY,75.62,75.13,72.86
2004-06-15,SPY,76.16,75.14,72.91
2004-06-16,SPY,76.15,75.13,72.96
2004-06-17,SPY,76.03,75.11,73.0
2004-06-18,SPY,76.18,75.1,73.05
2004-06-21,SPY,75.89,75.08,73.08
2004-06-22,SPY,76.27,75.08,73.12
2004-06-23,SPY,76.93,75.08,73.17
2004-06-24,SPY,76.68,75.11,73.21
2004-06-25,SPY,76.32,75.12,73.25
2004-06-28,SPY,76.05,75.13,73.3
2004-06-29,SPY,76.37,75.14,73.34
2004-06-30,SPY,76.78,75.15,73.39
2004-07-01,SPY,75.71,75.17,73.43
2004-07-02,SPY,75.67,75.18,73.47
2004-07-06,SPY,75.01,75.15,73.5
2004-07-07,SPY,75.23,75.13,73.53
2004-07-08,SPY,74.71,75.1,73.56
2004-07-09,SPY,74.9,75.07,73.6
2004-07-12,SPY,74.93,75.06,73.63
2004-07-13,SPY,74.99,75.07,73.67
2004-07-14,SPY,74.76,75.08,73.71
2004-07-15,SPY,74.28,75.07,73.75
2004-07-16,SPY,74.22,75.05,73.79
2004-07-19,SPY,73.9,75.03,73.83
2004-07-20,SPY,74.84,75.03,73.86
2004-07-21,SPY,73.46,75.03,73.89
2004-07-22,SPY,73.66,75.05,73.92
2004-07-23,SPY,73.04,75.04,73.94
2004-07-26,SPY,72.9,75.03,73.96
2004-07-27,SPY,73.59,75.03,73.98
2004-07-28,SPY,73.81,75.03,74.0
2004-07-29,SPY,74.12,75.06,74.03
2004-07-30,SPY,74.3,75.08,74.05
2004-08-02,SPY,74.46,75.11,74.08
2004-08-03,SPY,73.88,75.12,74.1
2004-08-04,SPY,73.88,75.13,74.12
2004-08-05,SPY,72.67,75.11,74.14
2004-08-06,SPY,71.63,75.05,74.15
2004-08-09,SPY,71.73,74.99,74.16
2004-08-10,SPY,72.66,74.93,74.18
2004-08-11,SPY,72.51,74.88,74.2
2004-08-12,SPY,71.72,74.8,74.21
2004-08-13,SPY,71.86,74.73,74.23
2004-08-16,SPY,72.6,74.68,74.24
2004-08-17,SPY,73.01,74.64,74.26
2004-08-18,SPY,73.76,74.58,74.28
2004-08-19,SPY,73.55,74.52,74.3
2004-08-20,SPY,74.06,74.48,74.32
2004-08-23,SPY,73.88,74.43,74.34
2004-08-24,SPY,73.98,74.39,74.36
2004-08-25,SPY,74.48,74.36,74.38
2004-08-26,SPY,74.48,74.33,74.4
2004-08-27,SPY,74.71,74.3,74.42
2004-08-30,SPY,74.1,74.26,74.45
2004-08-31,SPY,74.49,74.23,74.47
2004-09-01,SPY,74.63,74.2,74.49
2004-09-02,SPY,75.47,74.17,74.52
2004-09-03,SPY,75.16,74.14,74.54
2004-09-07,SPY,75.66,74.12,74.58
2004-09-08,SPY,75.47,74.11,74.61
2004-09-09,SPY,75.4,74.09,74.64
2004-09-10,SPY,75.79,74.07,74.68
2004-09-13,SPY,76.04,74.08,74.71
2004-09-14,SPY,76.2,74.09,74.74
2004-09-15,SPY,75.62,74.1,74.76
2004-09-16,SPY,75.85,74.12,74.79
2004-09-17,SPY,76.17,74.15,74.81
2004-09-20,SPY,75.71,74.16,74.84
2004-09-21,SPY,76.04,74.18,74.86
2004-09-22,SPY,75.09,74.19,74.88
2004-09-23,SPY,74.69,74.18,74.9
2004-09-24,SPY,75.03,74.2,74.92
2004-09-27,SPY,74.55,74.21,74.94
2004-09-28,SPY,74.91,74.23,74.96
2004-09-29,SPY,75.29,74.24,74.98
2004-09-30,SPY,75.23,74.27,75.0
2004-10-01,SPY,76.51,74.33,75.02
2004-10-04,SPY,76.63,74.4,75.05
2004-10-05,SPY,76.67,74.47,75.07
2004-10-06,SPY,77.2,74.55,75.09
2004-10-07,SPY,76.37,74.6,75.11
2004-10-08,SPY,75.74,74.63,75.13
2004-10-11,SPY,76.05,74.67,75.14
2004-10-12,SPY,75.75,74.69,75.16
2004-10-13,SPY,75.09,74.72,75.17
2004-10-14,SPY,74.48,74.73,75.17
2004-10-15,SPY,74.9,74.77,75.17
2004-10-18,SPY,75.18,74.84,75.18
2004-10-19,SPY,74.55,74.9,75.18
2004-10-20,SPY,74.4,74.93,75.18
2004-10-21,SPY,74.88,74.98,75.18
2004-10-22,SPY,74.04,75.03,75.17
2004-10-25,SPY,73.95,75.07,75.17
2004-10-26,SPY,75.09,75.12,75.17
2004-10-27,SPY,75.99,75.18,75.17
2004-10-28,SPY,76.22,75.23,75.18
2004-10-29,SPY,76.2,75.28,75.18
2004-11-01,SPY,76.41,75.33,75.18
2004-11-02,SPY,76.44,75.38,75.19
2004-11-03,SPY,77.4,75.45,75.19
2004-11-04,SPY,78.46,75.53,75.2
2004-11-05,SPY,78.95,75.62,75.21
2004-11-08,SPY,78.83,75.7,75.23
2004-11-09,SPY,78.68,75.79,75.24
2004-11-10,SPY,78.74,75.88,75.25
2004-11-11,SPY,79.34,75.97,75.27
2004-11-12,SPY,79.97,76.06,75.29
2004-11-15,SPY,80.16,76.16,75.31
2004-11-16,SPY,79.59,76.24,75.33
2004-11-17,SPY,80.06,76.33,75.35
2004-11-18,SPY,80.17,76.43,75.38
2004-11-19,SPY,79.28,76.5,75.4
2004-11-22,SPY,79.66,76.57,75.41
2004-11-23,SPY,79.78,76.64,75.43
2004-11-24,SPY,79.97,76.73,75.45
2004-11-26,SPY,79.91,76.81,75.46
2004-11-29,SPY,79.54,76.88,75.48
2004-11-30,SPY,79.6,76.95,75.49
2004-12-01,SPY,80.5,77.04,75.51
2004-12-02,SPY,80.57,77.15,75.53
2004-12-03,SPY,80.51,77.27,75.54
2004-12-06,SPY,80.49,77.38,75.56
2004-12-07,SPY,79.74,77.48,75.58
2004-12-08,SPY,80.2,77.59,75.6
2004-12-09,SPY,80.49,77.69,75.62
2004-12-10,SPY,80.57,77.8,75.64
2004-12-13,SPY,81.27,77.89,75.67
2004-12-14,SPY,81.55,77.99,75.69
2004-12-15,SPY,81.61,78.09,75.71
2004-12-16,SPY,81.57,78.18,75.73
2004-12-17,SPY,81.02,78.27,75.75
2004-12-20,SPY,81.04,78.38,75.77
2004-12-21,SPY,81.67,78.49,75.8
2004-12-22,SPY,81.86,78.61,75.82
2004-12-23,SPY,81.92,78.75,75.86
2004-12-27,SPY,81.76,78.89,75.9
2004-12-28,SPY,82.2,79.04,75.94
2004-12-29,SPY,82.33,79.18,75.98
2004-12-30,SPY,82.17,79.33,76.02
2004-12-31,SPY,81.99,79.49,76.05
2005-01-03,SPY,81.61,79.62,76.08
2005-01-04,SPY,80.61,79.75,76.11
2005-01-05,SPY,80.05,79.87,76.15
2005-01-06,SPY,80.46,79.98,76.18
2005-01-07,SPY,80.34,80.07,76.22
2005-01-10,SPY,80.72,80.16,76.25
2005-01-11,SPY,80.17,80.24,76.28
2005-01-12,SPY,80.43,80.32,76.31
2005-01-13,SPY,79.79,80.39,76.33
2005-01-14,SPY,80.21,80.44,76.35
2005-01-18,SPY,81.04,80.49,76.38
2005-01-19,SPY,80.2,80.52,76.4
2005-01-20,SPY,79.71,80.54,76.41
2005-01-21,SPY,79.22,80.55,76.42
2005-01-24,SPY,79.06,80.55,76.44
2005-01-25,SPY,79.29,80.55,76.45
2005-01-26,SPY,79.52,80.54,76.46
2005-01-27,SPY,79.66,80.53,76.48
2005-01-28,SPY,79.66,80.54,76.5
2005-01-31,SPY,80.15,80.54,76.53
2005-02-01,SPY,80.66,80.55,76.55
2005-02-02,SPY,80.91,80.58,76.58
2005-02-03,SPY,80.7,80.6,76.6
2005-02-04,SPY,81.56,80.64,76.64
2005-02-07,SPY,81.45,80.67,76.66
2005-02-08,SPY,81.54,80.7,76.69
2005-02-09,SPY,80.93,80.73,76.71
2005-02-10,SPY,81.23,80.76,76.74
2005-02-11,SPY,81.92,80.79,76.77
2005-02-14,SPY,81.86,80.81,76.8
2005-02-15,SPY,82.17,80.85,76.84
2005-02-16,SPY,82.22,80.88,76.88
2005-02-17,SPY,81.56,80.92,76.91
2005-02-18,SPY,81.67,80.95,76.95
2005-02-22,SPY,80.45,80.95,76.97
2005-02-23,SPY,81.03,80.95,77.01
2005-02-24,SPY,81.57,80.96,77.06
2005-02-25,SPY,82.37,80.98,77.1
2005-02-28,SPY,81.83,80.98,77.14
2005-03-01,SPY,82.24,80.99,77.19
2005-03-02,SPY,82.2,81.02,77.23
2005-03-03,SPY,82.23,81.04,77.28
2005-03-04,SPY,83.25,81.07,77.33
2005-03-07,SPY,83.3,81.1,77.38
2005-03-08,SPY,82.98,81.12,77.43
2005-03-09,SPY,82.06,81.13,77.47
2005-03-10,SPY,82.24,81.13,77.51
2005-03-11,SPY,81.67,81.12,77.55
2005-03-14,SPY,82.18,81.12,77.58
2005-03-15,SPY,81.5,81.11,77.62
2005-03-16,SPY,80.81,81.09,77.64
2005-03-17,SPY,80.97,81.1,77.67
2005-03-18,SPY,80.73,81.11,77.7
2005-03-21,SPY,80.43,81.11,77.72
2005-03-22,SPY,79.61,81.1,77.75
2005-03-23,SPY,79.68,81.08,77.76
2005-03-24,SPY,79.77,81.07,77.78
2005-03-28,SPY,79.89,81.06,77.8
2005-03-29,SPY,79.36,81.05,77.81
2005-03-30,SPY,80.48,81.05,77.83
2005-03-31,SPY,80.33,81.04,77.86
2005-04-01,SPY,79.97,81.04,77.87
2005-04-04,SPY,80.11,81.04,77.89
2005-04-05,SPY,80.49,81.07,77.92
2005-04-06,SPY,80.77,81.1,77.94
2005-04-07,SPY,81.2,81.14,77.97
2005-04-08,SPY,80.36,81.16,77.98
2005-04-11,SPY,80.42,81.17,78.0
2005-04-12,SPY,80.84,81.2,78.02
2005-04-13,SPY,79.88,81.19,78.04
2005-04-14,SPY,78.84,81.16,78.06
2005-04-15,SPY,77.74,81.09,78.06
2005-04-18,SPY,77.98,81.04,78.07
2005-04-19,SPY,78.6,80.98,78.09
2005-04-20,SPY,77.5,80.9,78.1
2005-04-21,SPY,79.0,80.85,78.12
2005-04-22,SPY,78.71,80.8,78.14
2005-04-25,SPY,79.22,80.76,78.16
2005-04-26,SPY,78.45,80.69,78.18
2005-04-27,SPY,78.76,80.63,78.2
2005-04-28,SPY,77.77,80.54,78.21
2005-04-29,SPY,78.83,80.48,78.23
2005-05-02,SPY,79.27,80.43,78.26
2005-05-03,SPY,79.41,80.39,78.29
2005-05-04,SPY,80.02,80.38,78.31
2005-05-05,SPY,79.99,80.36,78.34
2005-05-06,SPY,79.74,80.32,78.38
2005-05-09,SPY,80.24,80.28,78.41
2005-05-10,SPY,79.41,80.23,78.44
2005-05-11,SPY,79.84,80.18,78.47
2005-05-12,SPY,78.96,80.12,78.5
2005-05-13,SPY,78.81,80.05,78.52
2005-05-16,SPY,79.54,79.97,78.55
2005-05-17,SPY,80.07,79.91,78.58
2005-05-18,SPY,80.9,79.87,78.61
2005-05-19,SPY,81.24,79.85,78.65
2005-05-20,SPY,81.12,79.83,78.69
2005-05-23,SPY,81.57,79.83,78.74
2005-05-24,SPY,81.38,79.81,78.79
2005-05-25,SPY,81.32,79.81,78.83
2005-05-26,SPY,81.76,79.83,78.88
2005-05-27,SPY,81.89,79.84,78.93
2005-05-31,SPY,81.37,79.86,78.98
